score_des,id_des
2.8566855792000005,853
2.8503754200000007,458
2.8452819780000005,740
2.8450162494000004,316
2.8430014401,31
2.841307389,390
2.8347345792000005,48
2.8343081880000005,651
2.831931,866
2.8199381391000005,690
2.8187323002000007,693
2.8170789291000005,563
2.8128392100000004,917
2.8098407601000006,319
2.8088676990000003,393
2.8026650682000005,148
2.8010766501000006,787
2.7994410000000003,315
2.7959925303000004,432
2.7947773692,764
2.7916878582000004,841
2.7898573401,397
2.7884672100000003,832
2.7873549090000003,385
2.7807696990000004,540
2.7787869,645
2.7756855792000006,166
2.7677978802000003,626
2.76190821,897
2.760889139100001,381
2.7537902100000005,215
2.7533958291000005,12
2.7462969000000004,27
2.7458323002,687
2.7440542692000003,613
2.7391684401000003,655
2.7364204890000003,434
2.7349666281000005,697
2.7333782100000006,412
2.7326388582000005,696
2.731629120300001,503
2.7255399291000004,618
2.7235425501000003,515
2.7225414792000007,299
2.7189643491,825
2.7126650682000006,252
2.7027855792000004,284
2.6998573401000003,600
2.6966745990000005,172
2.6796194181,604
2.6791003692000004,669
2.67190821,746
2.67190821,909
2.6688186990000005,13
2.6688186990000005,218
2.6668240902000004,569
2.6599153491000003,875
2.6554204890000004,308
2.64995721,759
2.6455132980000005,373
2.6410538601,437
2.6371755792000005,149
2.6316650682000007,133
2.6300766501000004,377
2.626651809,529
2.6237773692000004,173
2.609769699000001,695
2.609769699000001,891
2.6070947802,744
2.5980071391000004,451
2.5959186990000003,187
2.5901194401,840
2.589795909,534
2.589795909,815
2.5815194181000005,560
2.5710276501000005,124
2.5637245281000007,177
2.5599572100000003,151
2.5566255990000006,214
2.5508773692,283
2.5448630391000004,654
2.5448630391000004,850
2.5369753401,262
2.5360989291,762
2.5303086990000003,300
2.5278876990000003,773
2.5249824792000006,709
2.524798188000001,28
2.5224210000000005,894
2.5091194401,108
2.5091194401,859
2.5091194401,264
2.5091194401,49
2.5087959090000007,622
2.5080071391000005,363
2.503702467,886
2.5009082100000004,16
2.4915666501,64
2.4860561391000005,637
2.4860561391000005,733
2.481935758200001,210
2.474961489,86
2.4600403890000004,826
2.4578614890000003,353
2.4550809291,371
2.4538869,906
2.4430094181000004,817
2.4360947802000004,2
2.4341060682000006,466
2.4293349090000005,788
2.4270071391000005,102
2.4270071391000005,21
2.4270071391000005,209
2.4270071391000005,343
2.4197040171000004,77
2.4197040171000004,355
2.4197040171000004,301
2.4169097601000007,15
2.4109399071000004,405
2.4081456501000003,181
2.4081456501000003,504
2.4073568802,745
2.4070333491,69
2.4027286770000007,729
2.3894709291000003,285
2.3839604181000005,346
2.3839604181000005,261
2.3839604181000005,852
2.3793735501000004,827
2.3738630391000006,331
2.3650989291,795
2.3650989291,572
2.3568876990000005,9
2.3560989291000003,700
2.3440097601000005,924
2.3379152472000007,526
2.3351209902000005,483
2.3315438601000005,920
2.3153650902000003,175
2.311236909,461
2.311236909,425
2.303961489,783
2.3009630391000004,678
2.3009630391000004,628
2.30049,361
2.29237542,53
2.2920742692000005,597
2.2884971391000004,55
2.2806094401,76
2.2750989291000003,221
2.2696356501,513
2.265330978,829
2.2652194401,193
2.2586584401000005,447
2.2584163401,708
2.253332220300001,406
2.2508173890000003,607
2.2502051100000005,691
2.2497550902000003,268
2.2493286990000003,683
2.239939907100001,905
2.2385357802000003,398
2.238351489,851
2.2294481391000005,609
2.2294481391000005,128
2.2294481391000005,251
2.2150460880000007,189
2.2100866281000004,256
2.2062819780000003,561
2.2011978582000005,131
2.2011978582000005,312
2.1996094401,424
2.1961845990000004,928
2.1940989291000004,79
2.1940989291000004,557
2.1940989291000004,70
2.1907060902000004,830
2.187523349100001,467
2.187420489,233
2.1852073890000003,831
2.1763040391000006,643
2.1684163401000003,925
2.1675399291,730
2.1675399291,8
2.1672163980000003,208
2.1531378780000003,798
2.1444766281000005,809
2.14046721,392
2.1365889291,349
2.1365889291,603
2.1261583890000004,779
2.121375420000001,448
2.1211989291,921
2.1143958291,272
2.0986356501000003,100
2.0986356501000003,442
2.0945152692000004,195
2.0945152692000004,555
2.0854276281000006,508
2.0854276281000006,120
2.0783286990000005,71
2.0783286990000005,824
2.0674425501000004,134
2.0555889291,376
2.0466855792000005,117
2.0466855792000005,593
2.0395866501000004,44
2.0395866501000004,115
2.0395866501000004,610
2.0395866501000004,735
2.0322835281,136
2.0278240902,443
2.0278240902,367
2.0251845990000006,724
2.0243958291000004,625
2.0235194181,243
2.0219310000000004,113
2.0168468802,395
2.016420489,255
2.0054286990000003,621
2.0054286990000003,374
2.0036388582000004,279
1.9965399291000003,692
1.9965399291000003,0
1.9965399291000003,389
1.9965399291000003,45
1.9965399291000003,614
1.9935414792000008,422
1.9876483890000003,168
1.9776784401,888
1.97559,617
1.9716461100000005,156
1.9716461100000005,463
1.9694672100000004,596
1.943520489,476
1.9433958291000004,105
1.9398186990000004,551
1.9398186990000004,52
1.9378240902000003,662
1.9343081880000008,638
1.9285993890000004,715
1.9264204890000003,433
1.9010766501000005,84
1.8955661391000005,538
1.8955661391000005,81
1.8955661391000005,154
1.8912614670000003,336
1.8876784401,720
1.8848978802,881
1.86190821,667
1.86190821,739
1.86190821,116
1.86190821,416
1.8560353203000004,668
1.8525194181000004,320
1.8276255990000003,211
1.8197379,350
1.81556721,30
1.8147784401,595
1.8087641100000005,885
1.8087641100000005,789
1.8066784401,796
1.8066784401,6
1.8001028601000004,119
1.8001028601000004,456
1.8,880
1.7989809291000003,525
1.7977869000000002,305
1.7879104890000002,776
1.7845788780000005,356
1.7797959090000004,656
1.7719082100000003,719
1.7657173890000002,768
1.7570561391000004,890
1.7491684401,29
1.7458368291000004,378
1.7410538601000003,629
1.7410538601000003,188
1.7367491880000003,146
1.7337784401,436
1.7314347780000003,428
1.7288614890000005,11
1.7269753401,413
1.7187641100000004,114
1.71,781
1.7070947802000005,317
1.6980071391000002,169
1.6980071391000002,689
1.6980071391000002,519
1.6980071391000002,883
1.6980071391000002,800
1.6980071391000002,419
1.6980071391000002,290
1.6909082100000004,227
1.6909082100000004,206
1.6791456501000002,225
1.6791456501000002,647
1.6791456501000002,916
1.6791456501000002,418
1.6788221190000003,632
1.6681684401,162
1.6592650902000003,711
1.6592650902000003,341
1.6448630391000003,271
1.6448630391000003,267
1.6360989291,585
1.6360989291,703
1.6091194401000002,295
1.6091194401000002,870
1.6018163181000002,849
1.6002279,323
1.5970333491000004,705
1.5970333491000004,118
1.5952684401,688
1.5943230000000002,471
1.5891456501000003,723
1.5848409780000003,488
1.574961489,761
1.5630742692000004,844
1.5539866281000003,806
1.5539866281000003,280
1.5523982100000002,530
1.5523982100000002,653
1.5468876990000004,670
1.5468876990000004,582
1.5468876990000004,202
1.5468876990000004,41
1.5468876990000004,808
1.5468876990000004,640
1.5460989291000002,150
1.539,85
1.5170344200000003,792
1.5152445792000004,544
1.5152445792000004,141
1.5152445792000004,635
1.5152445792000004,774
1.5152445792000004,598
1.5093514890000002,144
1.5081456501000003,633
1.5081456501000003,203
1.5081456501000003,310
1.4933492100000003,270
1.4933492100000003,758
1.4739876990000005,908
1.4739876990000005,231
1.4721978582000004,423
1.4721978582000004,157
1.4706094401,671
1.4650989291000005,616
1.4650989291000005,415
1.4562073890000002,652
1.4562073890000002,438
1.4503024890000005,459
1.4503024890000005,370
1.4402051100000004,68
1.4352456501000002,594
1.431441,713
1.431441,321
1.431441,304
1.4263568802000002,40
1.4115604401,96
1.4083776990000003,72
1.3971583890000003,497
1.3923754200000005,712
1.3921989291,357
1.3782969,42
1.3782969,899
1.3696356501000002,770
1.3584163401000002,769
1.3493286990000002,902
1.3493286990000002,98
1.3493286990000002,228
1.3493286990000002,702
1.341441,94
1.33046721,823
1.3265889291,630
1.31949,701
1.3105866501000003,502
1.3105866501000003,61
1.3105866501000003,297
1.3105866501000003,383
1.3105866501000003,307
1.2961845990000005,46
1.2878468802000005,58
1.2878468802000005,171
1.2675399291000002,807
1.2675399291000002,205
1.260441,103
1.260441,302
1.2574425501000002,421
1.2486784401000002,731
1.2486784401000002,347
1.2486784401000002,543
1.2486784401000002,910
1.2486784401000002,518
1.24659,14
1.2404672100000005,37
1.2287978802,420
1.2096128601000002,322
1.2096128601000002,57
1.2053081880000005,545
1.18098,663
1.1756537802000002,550
1.1756537802000002,846
1.1665661391000002,634
1.1665661391000002,250
1.1665661391000002,484
1.1665661391000002,360
1.1594672100000003,468
1.1594672100000003,257
1.1594672100000003,403
1.1594672100000003,552
1.1278240902000003,486
1.1278240902000003,657
1.1278240902000003,455
1.1278240902000003,163
1.1278240902000003,453
1.1278240902000003,354
1.1278240902000003,380
1.1235194181000003,276
1.1235194181000003,575
1.1164204890000002,725
1.1164204890000002,716
1.0847773692000002,106
1.0847773692000002,344
1.0847773692000002,342
1.0776784401,450
1.0776784401,387
1.0209572100000002,143
1.0209572100000002,898
1.0209572100000002,56
1.0097379000000002,892
1.0097379000000002,706
1.0047784401000002,639
1.0047784401000002,797
1.0047784401000002,586
0.977910489,685
0.9619082100000002,818
0.9619082100000002,782
0.9619082100000002,33
0.9619082100000002,854
0.9188614890000002,153
0.9188614890000002,60
0.90876411,129
0.90876411,123
0.90876411,237
0.90876411,548
0.9,811
0.8801194401000001,624
0.8801194401000001,539
0.8657173890000002,584
0.8609344200000002,472
0.8609344200000002,17
0.8609344200000002,612
0.8609344200000002,62
0.8269753401000002,4
0.8178876990000001,532
0.8178876990000001,786
0.8178876990000001,142
0.8178876990000001,659
0.8178876990000001,101
0.8178876990000001,814
0.8178876990000001,512
0.81,229
0.7791456501000003,785
0.7791456501000003,204
0.7791456501000003,164
0.7791456501000003,528
0.7791456501000003,291
0.7791456501000003,95
0.7748409780000002,619
0.7748409780000002,847
0.7748409780000002,884
0.7360989291000002,281
0.7360989291000002,226
0.7360989291000002,749
0.7360989291000002,601
0.7360989291000002,372
0.7360989291000002,623
0.7360989291000002,348
0.7360989291000002,845
0.7360989291000002,121
0.7290000000000001,901
0.7290000000000001,238
0.7290000000000001,893
0.6973568802000002,213
0.6973568802000002,803
0.531441,368
0.4304672100000001,748
0.4304672100000001,176
0.4304672100000001,452
0.4304672100000001,382
0.4304672100000001,359
0.4304672100000001,699
0.4304672100000001,174
0.3874204890000001,253
0.3874204890000001,288
0.3486784401000001,235
0.3486784401000001,278
0.3486784401000001,658
0.3486784401000001,191
0.3486784401000001,694
0.3486784401000001,167
0.3486784401000001,454
0.3486784401000001,717
0.3486784401000001,287
0.3486784401000001,464
0.3486784401000001,722
0.3486784401000001,158
0.0,38
0.0,197
0.0,198
0.0,200
0.0,201
0.0,97
0.0,277
0.0,159
0.0,196
0.0,199
