score_des,id_des
14.6037264985,495
12.3542280073,473
10.992224686500002,573
10.731237318100002,753
10.216071589500002,754
9.9293342401,751
9.886130628300002,576
9.2448783181,494
9.010249677,750
8.9405842491,756
8.221099878,763
8.214877880200001,793
8.210530098000001,474
7.8445829682,493
7.843450760100001,578
7.496954298000001,260
7.197562809000001,399
7.153119178200001,791
7.072715508300001,574
6.8990085792,388
6.859548618300002,394
6.788577699,860
6.788119878000001,752
6.773393948400001,777
6.680894039100001,491
6.672881680200001,727
6.5642445792,47
6.459774489000001,570
6.430737267000001,736
6.372075227400001,87
6.29188821,686
6.2734845303,755
6.269496819300001,18
6.269152156200001,682
6.252404039100001,73
6.1935971391,546
6.183704528100001,490
6.180307389000001,426
6.1688145501000005,648
6.094031479200001,328
6.09140511,882
6.082627878000001,590
6.061435838100001,864
6.016988068200001,337
5.9401314792,492
5.9331322782,567
5.913943838100002,479
5.8847394501000005,246
5.849915758200001,334
5.813386809300001,862
5.775100677,665
5.719281658200001,813
5.704080929100001,232
5.701318369200001,644
5.620207139100001,605
5.575547068200001,88
5.5660619682000005,873
5.554046088000001,475
5.4861593472,22
5.385558149100001,485
5.370168149100001,661
5.343427628100001,684
5.342927606100001,927
5.3256983472,577
5.292216909000001,568
5.287029929100001,152
5.2750665990000005,580
5.2699153491000015,489
5.170759677,24
5.1049134792,240
5.095364019300001,449
5.0740871391,59
5.06676411,444
5.046219440100001,165
5.033451660400001,478
5.02040511,234
5.007358628100001,19
4.990666139100001,537
4.946507117100001,871
4.907261249100001,765
4.907158389000001,790
4.89139821,43
4.8781901880000005,726
4.863338117100001,330
4.8542445792,82
4.850813240100001,401
4.809379139100001,274
4.791317298300001,23
4.775330249100001,869
4.715401418100001,217
4.7113183692,673
4.707190188,333
4.7054286990000005,496
4.7041006770000005,306
4.6811561391000005,65
4.6590593472,919
4.657474349100001,505
4.652710990200001,732
4.644166599,219
4.639194017100001,838
4.6236399291,244
4.609410220000001,676
4.607328699,132
4.580872559100001,263
4.576561990200001,411
4.574896809300001,834
4.559291396100001,553
4.554692718300001,507
4.5489532203000005,161
4.5381789,138
4.524427628100001,326
4.522050440100001,843
4.514778440100001,487
4.5145481391,110
4.513450418100001,298
4.497448139100001,358
4.4809222203,365
4.4639468802,772
4.4426388582000005,510
4.416678440100001,872
4.414780188000001,565
4.39331121,780
4.3731099,903
4.3725194181,314
4.3725194181,822
4.3705276281000005,837
4.369915349100001,480
4.367056139100001,801
4.355836829100001,441
4.351635017100001,127
4.3189809291,324
4.3169891391,499
4.316298929100001,294
4.314685579200001,465
4.308007139100001,391
4.304917628100001,25
4.288915349100001,704
4.2860561391,889
4.270053860100001,887
4.24776411,816
4.24776411,386
4.241785579200001,926
4.220673658200001,258
4.218115599000001,564
4.207909760100001,34
4.207356880200001,559
4.204820249100001,535
4.169076650100001,340
4.165098929100001,498
4.160785579200001,602
4.14020511,180
4.138495829100001,520
4.1330325501,812
4.132481499000001,145
4.1204274102000005,242
4.118739929100001,664
4.110027650100001,775
4.10334921,895
4.095231210000001,236
4.095175579200001,66
4.083956269200001,698
4.064107139100001,186
4.063106068200001,874
4.056007139100001,190
4.052437809300001,332
4.0506927291000006,249
4.036822119,417
4.0294481391,554
4.013836829100001,457
4.0129604181000005,842
3.99139821,327
3.985887699000001,867
3.9633381171000006,20
3.9521188071,7
3.949939907100001,857
3.949324550100001,523
3.9483549090000007,440
3.939448139100001,74
3.936588929100001,220
3.9322789992,533
3.930389430300001,766
3.925184599000001,407
3.923749188000001,364
3.9174971391,611
3.904975340100001,802
3.902010489,39
3.8958876990000006,865
3.8864425501,335
3.879447210000001,810
3.875326829100001,259
3.8714519682000006,477
3.8655470682000006,446
3.864353039100001,192
3.8554496892,247
3.8505700701,462
3.8475619902,855
3.8466855792,375
3.8455347780000007,275
3.8384743491000006,922
3.836385909000001,589
3.834502530300001,757
3.830197858200001,500
3.827497139100001,303
3.8262789,606
3.8213063181,32
3.8197060902,245
3.8173997601,868
3.812107139100001,230
3.8114948601,707
3.8113183692,80
3.810814550100001,107
3.8036388582,112
3.7963040391000007,5
3.794326829100001,556
3.788328699000001,351
3.7828620000000006,828
3.7766593692,608
3.775141809000001,3
3.7743530391000006,293
3.7645732782,91
3.761349210000001,907
3.756685579200001,879
3.75037542,194
3.7501989291,282
3.745711789200001,482
3.7386128601,93
3.737605599000001,591
3.725734579200001,679
3.7233163980000006,912
3.7144276281000006,741
3.7125234792000006,877
3.707550897300001,122
3.7065399291,805
3.701076650100001,207
3.683660919300001,286
3.676377699000001,83
3.675685579200001,728
3.6677978802,861
3.6634997601,212
3.6589063401,566
3.657706398000001,541
3.6541845990000006,248
3.6503063181000006,111
3.648612860100001,672
3.645420489,51
3.6420276501,183
3.641402968200001,681
3.639721320000001,402
3.6244276281000007,10
3.6235425501,63
3.6173286990000006,185
3.614548139100001,427
3.5907696990000004,147
3.5868914181000005,863
3.5821696770000004,742
3.580222300200001,527
3.5797222782000007,856
3.5793754200000008,784
3.5723958291000004,140
3.5668240902000004,481
3.5668240902000004,222
3.5614040391000006,404
3.5584758000000005,522
3.5579325501000003,50
3.5543081880000007,265
3.5444286990000005,738
3.543427628100001,615
3.5343313200000006,509
3.5002279,224
3.4837356501000003,620
3.4710276501000004,410
3.4571766501000005,833
3.450416778000001,588
3.4448630391000004,646
3.4400766501000004,878
3.438861489,469
3.4370782002,858
3.4274809071,369
3.421104198300001,592
3.4129240902,54
3.408795909,92
3.4009082100000003,506
3.397818699000001,583
3.3970333491000004,794
3.3951437802,396
3.3892388802,289
3.3810276501000005,718
3.3810276501000005,549
3.377844909,839
3.3770561391000005,514
3.3758379,918
3.365945289000001,435
3.3649604181000003,904
3.3548630391000005,542
3.3539866281000004,184
3.3527773692000005,531
3.3478573401000005,571
3.3325176501000007,631
3.3320176281000005,429
3.3314665770000005,599
3.3286204890000004,89
3.3270071391000005,677
3.3270071391000005,36
3.3235788780000006,126
3.3156709704000003,820
3.3130314792000006,130
3.3112369090000007,408
3.3071265792000006,516
3.2957229780000006,216
3.2757491880000007,67
3.2754952692000003,896
3.2739876990000005,914
3.2683963401,366
3.2682913002000005,536
3.2650989291,517
3.2647753980000003,848
3.2590665990000005,179
3.2581028601000006,501
3.2569809291000005,439
3.244894838100001,311
3.239580428100001,430
3.2381194401,414
3.2370071391000006,313
3.2351209902000004,641
3.227239188000001,579
3.222210699000001,714
3.2203245501000004,743
3.2203245501000004,734
3.2182388802000004,379
3.2028491880000005,296
3.1982650902000005,581
3.1939604181000005,325
3.1923754200000003,649
3.1920742692000004,836
3.1872913002,78
3.1868614890000004,767
3.1840809291000003,636
3.1838630391000007,75
3.1829866281000005,26
3.1767641100000006,170
3.1696356501000005,911
3.166207389,660
3.1586584401000004,182
3.1575461391000004,521
3.1560071391000006,160
3.1560071391000006,771
3.1472998902000007,675
3.1460344200000003,254
3.1453388802,241
3.1353530391000004,900
3.1342684401,737
3.1328409780000004,562
3.117060897300001,710
3.1063848381000003,721
3.0940989291000003,35
3.0940989291000003,674
3.0929866281000007,747
3.0923063181000003,680
3.0878468802000003,876
3.0796356501,511
3.0763040391000005,915
3.0670399071000003,804
3.0594219291000004,650
3.0582279000000003,125
3.0562391880000006,345
3.051464019300001,627
3.0405604401,329
3.0378040902000003,273
3.0284743491,139
3.0230076501000003,460
3.0220753401,318
3.0205866501000003,835
3.0190855572000004,99
3.0176932401000003,266
3.0174971391000005,339
3.0167083692000003,431
3.0096094401,338
3.0013183692000003,819
2.9854276281000005,587
2.9801132181000005,223
2.9732445792000006,799
2.9665661391,1
2.95946721,547
2.95946721,292
2.9583549090000005,666
2.9564653401000003,135
2.9499641100000003,384
2.9483507601000007,821
2.9466855792000004,309
2.9390866281000005,409
2.9322835281000006,137
2.9322835281000006,352
2.9306951100000007,923
2.9243958291000003,913
2.9197060902000005,269
2.916420489,90
2.9098414890000006,524
2.9040652494000003,178
2.9033153271000005,760
2.9020504401000005,470
2.9003445792000004,362
2.8988676990000006,239
2.896216398000001,642
2.889441,400
2.888328699000001,778
2.888328699000001,155
2.8782313200000003,558
2.8734766281000006,109
2.8734766281000006,104
2.8694672100000003,445
